entrance_area,time,weekday,avg_ppl_in,exit_area,avg_ppl_out,net_flow
Danshui Dist.,18,2,6082.13,Danshui Dist.,4440.43,1641.70
Beitou Dist.,20,1,6075.42,Beitou Dist.,4111.01,1964.41
Yonghe Dist.,18,0,6073.45,Yonghe Dist.,2038.55,4034.90
Zhonghe Dist.,21,0,6071.12,Zhonghe Dist.,1590.86,4480.26
BL12,22,4,6070.70,BL12,13983.05,-7912.35
Beitou Dist.,21,1,6064.23,Beitou Dist.,3643.37,2420.86
R03,8,3,6062.15,R03,1101.60,4960.55
BL12,21,1,6057.06,BL12,8435.85,-2378.79
R03,8,4,6050.55,R03,1075.93,4974.62
Tucheng Dist.,19,4,6045.57,Tucheng Dist.,2860.10,3185.47
Shilin Dist.,7,2,6042.44,Shilin Dist.,4571.06,1471.38
Zhonghe Dist.,18,5,6040.23,Zhonghe Dist.,4244.71,1795.52
Yonghe Dist.,18,2,6035.53,Yonghe Dist.,2159.26,3876.27
Danshui Dist.,18,4,6021.62,Danshui Dist.,5375.80,645.82
Beitou Dist.,20,0,6021.26,Beitou Dist.,4053.24,1968.02
Banqiao Dist.,10,5,5981.70,Banqiao Dist.,10500.31,-4518.61
BL11,12,6,5948.36,BL11,3888.92,2059.44
R03,8,1,5941.02,R03,1089.58,4851.44
Nangang Dist.,17,0,5939.05,Nangang Dist.,6033.11,-94.06
Zhonghe Dist.,17,5,5908.00,Zhonghe Dist.,4548.43,1359.57
Yonghe Dist.,18,4,5902.35,Yonghe Dist.,2472.77,3429.58
Zhonghe Dist.,21,5,5900.06,Zhonghe Dist.,1774.54,4125.52
BL18,9,3,5896.81,BL18,1641.54,4255.27
Sanzhong Dist.,18,5,5896.33,Sanzhong Dist.,4056.87,1839.46
Banqiao Dist.,12,4,5892.93,Banqiao Dist.,7695.90,-1802.97
Nangang Dist.,7,3,5872.42,Nangang Dist.,6150.93,-278.51
BL18,9,1,5870.65,BL18,1651.97,4218.68
BL12,21,0,5864.15,BL12,9124.16,-3260.01
Banqiao Dist.,13,2,5855.47,Banqiao Dist.,7749.08,-1893.61
Wenshan Dist.,19,1,5851.32,Wenshan Dist.,2857.01,2994.31
Wenshan Dist.,19,3,5841.01,Wenshan Dist.,2806.59,3034.42
Wenshan Dist.,19,0,5840.94,Wenshan Dist.,2621.02,3219.92
Shilin Dist.,16,5,5837.30,Shilin Dist.,6014.61,-177.31
G14,18,4,5836.03,G14,5331.66,504.37
Shilin Dist.,7,0,5825.67,Shilin Dist.,4359.03,1466.64
BL18,9,4,5824.75,BL18,1635.28,4189.47
Wenshan Dist.,19,2,5818.81,Wenshan Dist.,2789.39,3029.42
Nangang Dist.,7,1,5817.01,Nangang Dist.,6140.71,-323.70
Nangang Dist.,7,4,5810.35,Nangang Dist.,6014.06,-203.71
Banqiao Dist.,14,2,5782.41,Banqiao Dist.,6637.73,-855.32
Banqiao Dist.,9,1,5780.00,Banqiao Dist.,15707.66,-9927.66
Beitou Dist.,21,5,5776.32,Beitou Dist.,3049.32,2727.00
Beitou Dist.,21,0,5775.85,Beitou Dist.,3494.68,2281.17
R03,8,2,5772.08,R03,1063.52,4708.56
Shilin Dist.,19,6,5767.20,Shilin Dist.,5506.66,260.54
Nangang Dist.,17,5,5755.83,Nangang Dist.,5811.31,-55.48
BL11,8,1,5755.75,BL11,4507.65,1248.10
Banqiao Dist.,13,1,5754.36,Banqiao Dist.,7465.05,-1710.69
Banqiao Dist.,9,3,5750.18,Banqiao Dist.,15744.74,-9994.56
Banqiao Dist.,9,4,5741.68,Banqiao Dist.,15597.27,-9855.59
Zhonghe Dist.,22,0,5718.43,Zhonghe Dist.,1179.45,4538.98
Banqiao Dist.,14,0,5713.76,Banqiao Dist.,6608.40,-894.64
R03,8,0,5706.56,R03,1027.93,4678.63
BL11,8,3,5701.84,BL11,4500.24,1201.60
Banqiao Dist.,13,3,5699.90,Banqiao Dist.,7439.50,-1739.60
Sanzhong Dist.,21,4,5687.30,Sanzhong Dist.,2212.73,3474.57
Wenshan Dist.,19,4,5681.37,Wenshan Dist.,3689.04,1992.33
BL11,19,3,5676.19,BL11,5506.55,169.64
Banqiao Dist.,7,1,5669.57,Banqiao Dist.,15645.62,-9976.05
Beitou Dist.,22,3,5657.64,Beitou Dist.,2455.52,3202.12
Banqiao Dist.,9,2,5651.64,Banqiao Dist.,15208.98,-9557.34
BL18,9,2,5646.31,BL18,1621.52,4024.79
Xinzhuang Dist.,19,3,5644.62,Xinzhuang Dist.,1990.32,3654.30
Nangang Dist.,7,2,5638.73,Nangang Dist.,5896.77,-258.04
Banqiao Dist.,14,1,5635.21,Banqiao Dist.,6364.20,-728.99
Xinzhuang Dist.,19,1,5634.56,Xinzhuang Dist.,1953.47,3681.09
BL18,9,0,5633.33,BL18,1637.11,3996.22
Banqiao Dist.,13,0,5625.35,Banqiao Dist.,7487.75,-1862.40
Xindian Dist.,17,4,5624.81,Xindian Dist.,5483.88,140.93
Nangang Dist.,21,4,5623.42,Nangang Dist.,3563.54,2059.88
Beitou Dist.,16,4,5615.05,Beitou Dist.,6678.60,-1063.55
BL11,8,4,5614.98,BL11,4487.34,1127.64
BL11,8,2,5605.72,BL11,4370.15,1235.57
Banqiao Dist.,9,0,5603.85,Banqiao Dist.,14706.26,-9102.41
Banqiao Dist.,7,3,5603.62,Banqiao Dist.,15567.92,-9964.30
Beitou Dist.,16,5,5588.38,Beitou Dist.,6225.45,-637.07
BL18,17,5,5583.74,BL18,6006.70,-422.96
Sanzhong Dist.,17,5,5579.02,Sanzhong Dist.,4168.69,1410.33
Xinzhuang Dist.,19,2,5573.83,Xinzhuang Dist.,1985.51,3588.32
BL18,18,3,5570.01,BL18,9258.20,-3688.19
BL11,19,2,5569.24,BL11,5621.59,-52.35
Banqiao Dist.,7,4,5560.67,Banqiao Dist.,15273.07,-9712.40
Banqiao Dist.,14,3,5560.10,Banqiao Dist.,6338.89,-778.79
Banqiao Dist.,12,2,5550.54,Banqiao Dist.,7467.73,-1917.19
Xinzhuang Dist.,19,0,5547.94,Xinzhuang Dist.,1918.55,3629.39
BL16,8,3,5547.42,BL16,1084.54,4462.88
BL16,8,1,5540.69,BL16,1076.21,4464.48
Xinzhuang Dist.,19,4,5529.96,Xinzhuang Dist.,2421.96,3108.00
BL15,18,3,5529.13,BL15,5524.42,4.71
Nangang Dist.,18,5,5527.13,Nangang Dist.,5698.36,-171.23
R09,8,1,5525.93,R09,521.65,5004.28
BL11,11,5,5519.11,BL11,3650.89,1868.22
Beitou Dist.,22,5,5510.17,Beitou Dist.,2297.31,3212.86
BL11,19,1,5504.77,BL11,5388.69,116.08
Xindian Dist.,17,1,5496.30,Xindian Dist.,4642.83,853.47
Shilin Dist.,20,4,5494.75,Shilin Dist.,5621.05,-126.30
BL16,8,4,5482.03,BL16,1071.35,4410.68
Beitou Dist.,22,2,5465.67,Beitou Dist.,2261.31,3204.36
Neihu Dist.,7,1,5457.09,Neihu Dist.,4661.35,795.74
Zhonghe Dist.,18,6,5454.33,Zhonghe Dist.,3149.14,2305.19
Shilin Dist.,16,6,5446.81,Shilin Dist.,5602.24,-155.43
Banqiao Dist.,7,2,5441.14,Banqiao Dist.,14970.44,-9529.30
Banqiao Dist.,23,4,5428.95,Banqiao Dist.,2928.25,2500.70
Sanzhong Dist.,22,5,5421.09,Sanzhong Dist.,2149.69,3271.40
Beitou Dist.,16,1,5420.61,Beitou Dist.,6228.10,-807.49
Banqiao Dist.,12,1,5420.29,Banqiao Dist.,7170.36,-1750.07
Xindian Dist.,17,3,5415.85,Xindian Dist.,4658.58,757.27
BL11,19,0,5412.83,BL11,5617.16,-204.33
BL15,18,2,5412.32,BL15,5480.16,-67.84
Zhonghe Dist.,17,6,5408.37,Zhonghe Dist.,3612.47,1795.90
Nangang Dist.,22,4,5407.64,Nangang Dist.,2880.21,2527.43
Sanzhong Dist.,22,3,5396.65,Sanzhong Dist.,1543.41,3853.24
Xindian Dist.,17,2,5394.78,Xindian Dist.,4623.09,771.69
Nangang Dist.,7,0,5385.22,Nangang Dist.,5658.63,-273.41
R09,8,3,5385.19,R09,499.69,4885.50
Beitou Dist.,16,6,5378.56,Beitou Dist.,5348.22,30.34
Neihu Dist.,7,3,5378.40,Neihu Dist.,4663.65,714.75
Neihu Dist.,19,3,5371.68,Neihu Dist.,8579.74,-3208.06
Sanzhong Dist.,21,3,5368.28,Sanzhong Dist.,1877.49,3490.79
Neihu Dist.,19,1,5367.67,Neihu Dist.,8480.69,-3113.02
Shilin Dist.,15,6,5361.36,Shilin Dist.,5392.20,-30.84
R09,8,4,5361.16,R09,508.74,4852.42
BL16,8,2,5360.00,BL16,1051.70,4308.30
Banqiao Dist.,12,0,5358.37,Banqiao Dist.,7272.88,-1914.51
Shilin Dist.,20,5,5356.28,Shilin Dist.,6000.88,-644.60
Beitou Dist.,22,1,5340.56,Beitou Dist.,2220.05,3120.51
Beitou Dist.,19,5,5337.94,Beitou Dist.,4507.51,830.43
Banqiao Dist.,12,3,5333.33,Banqiao Dist.,7146.45,-1813.12
G17,8,3,5332.31,G17,985.74,4346.57
G17,8,1,5330.69,G17,999.82,4330.87
Neihu Dist.,19,4,5330.51,Neihu Dist.,9180.88,-3850.37
Neihu Dist.,19,0,5325.71,Neihu Dist.,8220.35,-2894.64
Shilin Dist.,14,6,5323.05,Shilin Dist.,5445.12,-122.07
Banqiao Dist.,7,0,5322.06,Banqiao Dist.,14405.96,-9083.90
Shilin Dist.,13,5,5320.86,Shilin Dist.,5706.32,-385.46
Neihu Dist.,19,2,5315.67,Neihu Dist.,8362.00,-3046.33
BL11,8,0,5313.96,BL11,4238.83,1075.13
BL18,18,2,5313.07,BL18,9118.18,-3805.11
Beitou Dist.,19,6,5310.65,Beitou Dist.,3843.54,1467.11
Danshui Dist.,19,0,5304.25,Danshui Dist.,3373.14,1931.11
Beitou Dist.,15,5,5298.58,Beitou Dist.,5756.44,-457.86
R09,8,2,5294.52,R09,488.13,4806.39
Banqiao Dist.,9,5,5285.20,Banqiao Dist.,9906.53,-4621.33
Neihu Dist.,7,4,5282.65,Neihu Dist.,4610.32,672.33
Shilin Dist.,21,4,5273.19,Shilin Dist.,6059.77,-786.58
BL18,18,1,5268.58,BL18,9102.10,-3833.52
Danshui Dist.,19,1,5268.24,Danshui Dist.,3136.98,2131.26
BL18,13,5,5265.19,BL18,2889.31,2375.88
Shilin Dist.,9,1,5264.14,Shilin Dist.,4921.08,343.06
Danshui Dist.,19,3,5263.31,Danshui Dist.,3194.37,2068.94
Beitou Dist.,16,2,5258.81,Beitou Dist.,6152.09,-893.28
G17,8,4,5257.53,G17,978.06,4279.47
Danshui Dist.,19,4,5246.58,Danshui Dist.,3792.30,1454.28
G10,8,1,5245.96,G10,1731.64,3514.32
Beitou Dist.,16,3,5241.68,Beitou Dist.,6171.40,-929.72
Sanzhong Dist.,21,2,5240.22,Sanzhong Dist.,1860.60,3379.62
Xindian Dist.,17,0,5239.55,Xindian Dist.,4401.01,838.54
BL11,16,4,5237.09,BL11,4710.86,526.23
Sanzhong Dist.,20,4,5229.55,Sanzhong Dist.,2230.69,2998.86
BL14,8,3,5224.46,BL14,1598.36,3626.10
Danshui Dist.,19,2,5221.47,Danshui Dist.,3148.03,2073.44
Shilin Dist.,9,3,5214.28,Shilin Dist.,4949.94,264.34
BL16,8,0,5211.50,BL16,975.34,4236.16
BL14,8,1,5206.19,BL14,1612.39,3593.80
Xindian Dist.,22,4,5202.86,Xindian Dist.,1735.14,3467.72
BL11,20,5,5199.05,BL11,6201.71,-1002.66
BL18,18,0,5196.47,BL18,8982.00,-3785.53
Beitou Dist.,16,0,5195.03,Beitou Dist.,5908.76,-713.73
Beitou Dist.,20,6,5190.35,Beitou Dist.,3010.38,2179.97
BL18,14,5,5179.64,BL18,3450.60,1729.04
G10,8,3,5179.02,G10,1719.87,3459.15
Shilin Dist.,13,6,5173.55,Shilin Dist.,5168.04,5.51
Sanzhong Dist.,21,1,5168.88,Sanzhong Dist.,1809.35,3359.53
Shilin Dist.,9,2,5165.22,Shilin Dist.,4850.16,315.06
G17,8,2,5162.14,G17,965.54,4196.60
BL14,8,4,5157.15,BL14,1568.50,3588.65
BL11,11,6,5154.25,BL11,3548.10,1606.15
Beitou Dist.,21,6,5151.00,Beitou Dist.,2512.74,2638.26
G18,8,1,5149.90,G18,1910.25,3239.65
Nangang Dist.,17,6,5148.11,Nangang Dist.,4969.25,178.86
Shilin Dist.,14,5,5145.65,Shilin Dist.,5529.75,-384.10
Beitou Dist.,14,5,5142.65,Beitou Dist.,6246.24,-1103.59
Banqiao Dist.,23,5,5138.91,Banqiao Dist.,3360.96,1777.95
Sanzhong Dist.,22,2,5136.18,Sanzhong Dist.,1540.69,3595.49
BL15,18,1,5135.49,BL15,5416.13,-280.64
BL15,17,5,5130.20,BL15,5323.89,-193.69
Nangang Dist.,21,3,5127.16,Nangang Dist.,3124.84,2002.32
Sanzhong Dist.,22,1,5117.21,Sanzhong Dist.,1465.08,3652.13
Neihu Dist.,7,2,5111.08,Neihu Dist.,4474.72,636.36
Sanzhong Dist.,20,3,5105.26,Sanzhong Dist.,1901.48,3203.78
BL18,19,4,5104.17,BL18,7932.89,-2828.72
Zhonghe Dist.,21,6,5103.46,Zhonghe Dist.,1569.92,3533.54
G18,8,3,5101.60,G18,1891.38,3210.22
G18,8,4,5092.13,G18,1846.64,3245.49
Tucheng Dist.,22,4,5085.99,Tucheng Dist.,933.97,4152.02
Shilin Dist.,15,5,5085.92,Shilin Dist.,5537.40,-451.48
G10,8,4,5080.70,G10,1703.09,3377.61
BL13,8,1,5076.21,BL13,782.58,4293.63
Shilin Dist.,12,5,5067.33,Shilin Dist.,5030.75,36.58
R09,8,0,5066.58,R09,515.06,4551.52
Beitou Dist.,13,5,5052.81,Beitou Dist.,7161.34,-2108.53
Xindian Dist.,18,5,5047.01,Xindian Dist.,4272.19,774.82
Beitou Dist.,20,5,5043.13,Beitou Dist.,3231.97,1811.16
G10,8,2,5041.48,G10,1669.59,3371.89
BL14,8,2,5039.19,BL14,1563.91,3475.28
Xindian Dist.,21,4,5037.01,Xindian Dist.,2299.46,2737.55
Nangang Dist.,21,2,5032.74,Nangang Dist.,2962.86,2069.88
Sanzhong Dist.,20,2,5031.87,Sanzhong Dist.,1898.72,3133.15
BL16,18,4,5030.05,BL16,5717.55,-687.50
Xindian Dist.,17,5,5027.19,Xindian Dist.,4515.22,511.97
Sanzhong Dist.,20,1,5021.42,Sanzhong Dist.,1873.41,3148.01
Banqiao Dist.,10,6,5015.80,Banqiao Dist.,8943.63,-3927.83
BL18,18,5,5015.12,BL18,6129.73,-1114.61
Beitou Dist.,15,6,5012.73,Beitou Dist.,5195.90,-183.17
Sanzhong Dist.,18,6,5008.54,Sanzhong Dist.,3081.54,1927.00
BL18,17,4,5003.41,BL18,6476.02,-1472.61
Shilin Dist.,21,5,5002.26,Shilin Dist.,6642.33,-1640.07
BL13,8,3,4994.49,BL13,773.03,4221.46
G18,8,2,4993.34,G18,1846.83,3146.51
BL11,20,4,4990.21,BL11,5125.02,-134.81
Zhonghe Dist.,19,5,4976.25,Zhonghe Dist.,2660.27,2315.98
Neihu Dist.,7,0,4971.91,Neihu Dist.,4296.81,675.10
Beitou Dist.,22,0,4969.60,Beitou Dist.,2126.21,2843.39
Xindian Dist.,8,1,4950.40,Xindian Dist.,11115.47,-6165.07
Sanzhong Dist.,20,0,4950.32,Sanzhong Dist.,1912.53,3037.79
G17,8,0,4945.71,G17,912.14,4033.57
BL15,18,0,4939.66,BL15,5305.63,-365.97
BL15,12,5,4932.33,BL15,2054.84,2877.49
BL15,13,5,4931.07,BL15,2760.94,2170.13
Shilin Dist.,9,4,4930.33,Shilin Dist.,4966.10,-35.77
Xindian Dist.,8,3,4929.36,Xindian Dist.,11004.48,-6075.12
BL18,16,5,4922.03,BL18,4841.57,80.46
Shilin Dist.,20,3,4920.07,Shilin Dist.,5013.41,-93.34
Shilin Dist.,11,5,4914.85,Shilin Dist.,4477.25,437.60
Nangang Dist.,20,4,4914.26,Nangang Dist.,4356.26,558.00
Shilin Dist.,9,0,4904.71,Shilin Dist.,4648.38,256.33
Sanzhong Dist.,17,6,4903.91,Sanzhong Dist.,3403.48,1500.43
Sanzhong Dist.,21,0,4902.09,Sanzhong Dist.,1801.49,3100.60
Beitou Dist.,14,6,4899.34,Beitou Dist.,5597.93,-698.59
Sanzhong Dist.,21,5,4897.11,Sanzhong Dist.,2304.96,2592.15
Xindian Dist.,8,4,4891.39,Xindian Dist.,10902.94,-6011.55
BL13,8,2,4881.73,BL13,759.24,4122.49
G18,8,0,4879.76,G18,1733.09,3146.67
BL13,8,4,4872.48,BL13,775.81,4096.67
BL14,8,0,4859.50,BL14,1474.01,3385.49
Banqiao Dist.,11,4,4857.75,Banqiao Dist.,7615.56,-2757.81
Nangang Dist.,21,1,4856.61,Nangang Dist.,2932.18,1924.43
BL18,15,5,4856.11,BL18,4033.14,822.97
Shilin Dist.,20,2,4846.05,Shilin Dist.,4917.36,-71.31
Zhonghe Dist.,20,5,4845.40,Zhonghe Dist.,1889.19,2956.21
Shilin Dist.,20,6,4844.12,Shilin Dist.,6168.98,-1324.86
Beitou Dist.,12,5,4841.65,Beitou Dist.,7087.23,-2245.58
Shilin Dist.,16,4,4834.20,Shilin Dist.,5741.12,-906.92
BL11,13,4,4817.92,BL11,3598.49,1219.43
BL11,19,6,4814.92,BL11,5949.21,-1134.29
Shilin Dist.,22,4,4812.94,Shilin Dist.,5576.12,-763.18
Nangang Dist.,16,5,4808.53,Nangang Dist.,4924.05,-115.52
Shilin Dist.,20,0,4802.89,Shilin Dist.,4823.32,-20.43
BL18,14,6,4802.51,BL18,3263.46,1539.05
BL18,12,5,4796.29,BL18,2203.22,2593.07
Nangang Dist.,18,6,4787.72,Nangang Dist.,4538.09,249.63
Xindian Dist.,8,2,4785.25,Xindian Dist.,10686.95,-5901.70
Shilin Dist.,12,6,4776.20,Shilin Dist.,4600.59,175.61
G10,8,0,4764.99,G10,1581.87,3183.12
Banqiao Dist.,11,0,4762.07,Banqiao Dist.,7311.60,-2549.53
Shilin Dist.,20,1,4761.64,Shilin Dist.,4869.07,-107.43
Beitou Dist.,13,4,4746.99,Beitou Dist.,5797.82,-1050.83
Tucheng Dist.,17,4,4745.75,Tucheng Dist.,3368.86,1376.89
Beitou Dist.,10,5,4745.05,Beitou Dist.,5862.94,-1117.89
G14,18,3,4743.27,G14,5050.55,-307.28
Shilin Dist.,11,6,4742.31,Shilin Dist.,4083.74,658.57
Banqiao Dist.,10,4,4739.16,Banqiao Dist.,9352.65,-4613.49
BL11,21,5,4738.09,BL11,6741.36,-2003.27
Sanzhong Dist.,22,0,4734.75,Sanzhong Dist.,1461.28,3273.47
Shilin Dist.,10,5,4727.15,Shilin Dist.,3777.50,949.65
Zhonghe Dist.,20,6,4723.28,Zhonghe Dist.,1828.31,2894.97
Nangang Dist.,21,5,4723.11,Nangang Dist.,2806.00,1917.11
BL18,13,6,4721.27,BL18,2560.48,2160.79
Neihu Dist.,17,4,4718.93,Neihu Dist.,5891.88,-1172.95
BL15,11,5,4708.61,BL15,1433.72,3274.89
R05,8,4,4700.39,R05,1574.87,3125.52
Wenshan Dist.,17,1,4691.08,Wenshan Dist.,4968.89,-277.81
Wenshan Dist.,17,4,4683.05,Wenshan Dist.,5361.03,-677.98
BL18,11,5,4680.75,BL18,1766.34,2914.41
Xindian Dist.,21,3,4679.69,Xindian Dist.,2107.94,2571.75
Zhonghe Dist.,19,6,4676.64,Zhonghe Dist.,2185.51,2491.13
Xindian Dist.,8,0,4666.97,Xindian Dist.,10298.01,-5631.04
Banqiao Dist.,11,2,4666.43,Banqiao Dist.,7273.62,-2607.19
Banqiao Dist.,10,1,4662.22,Banqiao Dist.,8995.52,-4333.30
Banqiao Dist.,11,1,4661.72,Banqiao Dist.,7182.79,-2521.07
Shilin Dist.,21,3,4652.77,Shilin Dist.,5147.88,-495.11
Banqiao Dist.,10,0,4649.48,Banqiao Dist.,8875.80,-4226.32
BL15,19,4,4649.14,BL15,5284.00,-634.86
BL11,14,4,4648.00,BL11,3735.26,912.74
Nangang Dist.,22,5,4638.55,Nangang Dist.,2483.10,2155.45
Sanzhong Dist.,19,5,4633.88,Sanzhong Dist.,2784.40,1849.48
Neihu Dist.,17,1,4629.39,Neihu Dist.,5627.48,-998.09
Beitou Dist.,11,5,4628.51,Beitou Dist.,6808.34,-2179.83
Shilin Dist.,21,2,4614.73,Shilin Dist.,5092.46,-477.73
Xindian Dist.,17,6,4613.03,Xindian Dist.,3814.09,798.94
BL15,14,5,4611.72,BL15,3513.35,1098.37
BL11,16,0,4606.75,BL11,4339.73,267.02
Banqiao Dist.,10,3,4605.32,Banqiao Dist.,8977.02,-4371.70
Danshui Dist.,15,6,4603.46,Danshui Dist.,4050.94,552.52
Beitou Dist.,13,2,4601.67,Beitou Dist.,5318.63,-716.96
Xindian Dist.,21,2,4601.15,Xindian Dist.,1954.39,2646.76
Nangang Dist.,21,0,4596.12,Nangang Dist.,2836.34,1759.78
Yonghe Dist.,19,1,4589.91,Yonghe Dist.,1429.09,3160.82
Yonghe Dist.,19,0,4589.38,Yonghe Dist.,1417.09,3172.29
R05,8,1,4584.30,R05,1614.31,2969.99
Shilin Dist.,10,6,4584.22,Shilin Dist.,3344.56,1239.66
Tucheng Dist.,17,1,4582.64,Tucheng Dist.,2870.25,1712.39
G14,18,2,4582.03,G14,5063.57,-481.54
Yonghe Dist.,19,3,4581.81,Yonghe Dist.,1468.04,3113.77
Nangang Dist.,20,3,4581.58,Nangang Dist.,4244.88,336.70
BL15,18,5,4579.84,BL15,5250.07,-670.23
BL11,15,4,4577.31,BL11,4034.62,542.69
Beitou Dist.,9,5,4570.63,Beitou Dist.,5496.53,-925.90
Banqiao Dist.,10,2,4568.74,Banqiao Dist.,8897.50,-4328.76
Wenshan Dist.,17,2,4563.64,Wenshan Dist.,4726.17,-162.53
G14,17,5,4563.38,G14,4362.47,200.91
BL11,21,4,4558.89,BL11,5957.66,-1398.77
Beitou Dist.,15,4,4558.82,Beitou Dist.,4868.05,-309.23
Nangang Dist.,16,4,4557.40,Nangang Dist.,4551.00,6.40
Beitou Dist.,8,5,4549.25,Beitou Dist.,4838.43,-289.18
Beitou Dist.,10,1,4543.78,Beitou Dist.,5284.54,-740.76
R05,8,3,4537.22,R05,1589.00,2948.22
Neihu Dist.,17,2,4536.67,Neihu Dist.,5106.85,-570.18
Nangang Dist.,20,2,4535.51,Nangang Dist.,4081.34,454.17
Xindian Dist.,18,6,4531.52,Xindian Dist.,3371.56,1159.96
Xindian Dist.,20,4,4529.37,Xindian Dist.,2636.53,1892.84
BL11,16,2,4528.85,BL11,4204.13,324.72
Tucheng Dist.,21,4,4525.66,Tucheng Dist.,1241.45,3284.21
Danshui Dist.,16,6,4518.77,Danshui Dist.,4541.30,-22.53
Xinzhuang Dist.,17,4,4518.56,Xinzhuang Dist.,3310.46,1208.10
Banqiao Dist.,11,3,4518.30,Banqiao Dist.,7069.84,-2551.54
Neihu Dist.,17,3,4517.95,Neihu Dist.,5393.53,-875.58
Beitou Dist.,13,1,4514.62,Beitou Dist.,5213.86,-699.24
BL18,17,6,4514.09,BL18,5600.31,-1086.22
Xindian Dist.,21,1,4513.95,Xindian Dist.,1922.08,2591.87
Wenshan Dist.,17,3,4513.66,Wenshan Dist.,4931.81,-418.15
Yonghe Dist.,19,2,4502.53,Yonghe Dist.,1424.00,3078.53
Beitou Dist.,14,4,4500.94,Beitou Dist.,4971.36,-470.42
BL13,8,0,4490.20,BL13,703.55,3786.65
Zhonghe Dist.,22,6,4485.64,Zhonghe Dist.,1113.82,3371.82
Banqiao Dist.,8,5,4480.01,Banqiao Dist.,8911.67,-4431.66
BL18,12,6,4479.55,BL18,1891.18,2588.37
Danshui Dist.,16,5,4479.50,Danshui Dist.,4209.97,269.53
BL15,17,4,4478.41,BL15,4378.93,99.48
Yonghe Dist.,19,4,4477.20,Yonghe Dist.,1762.43,2714.77
Tucheng Dist.,17,3,4472.47,Tucheng Dist.,2846.09,1626.38
Shilin Dist.,21,1,4467.94,Shilin Dist.,4956.00,-488.06
Shilin Dist.,9,5,4458.52,Shilin Dist.,3543.99,914.53
Wenshan Dist.,21,4,4452.51,Wenshan Dist.,1944.76,2507.75
O05,8,1,4451.27,O05,2952.39,1498.88
Beitou Dist.,10,2,4447.99,Beitou Dist.,5191.65,-743.66
Nangang Dist.,20,1,4447.26,Nangang Dist.,4123.33,323.93
Danshui Dist.,14,6,4445.85,Danshui Dist.,3763.62,682.23
Xinzhuang Dist.,17,1,4445.10,Xinzhuang Dist.,3108.01,1337.09
Xindian Dist.,20,3,4442.59,Xindian Dist.,2432.84,2009.75
Tucheng Dist.,17,2,4437.42,Tucheng Dist.,2815.19,1622.23
Danshui Dist.,17,6,4430.46,Danshui Dist.,5231.71,-801.25
BL11,16,3,4428.68,BL11,4095.09,333.59
BL15,16,5,4427.09,BL15,4507.87,-80.78
Wenshan Dist.,17,0,4422.37,Wenshan Dist.,4571.44,-149.07
Beitou Dist.,10,4,4420.38,Beitou Dist.,5450.97,-1030.59
Beitou Dist.,13,6,4417.61,Beitou Dist.,6000.11,-1582.50
G14,18,1,4417.14,G14,4979.54,-562.40
BL18,11,6,4416.45,BL18,1578.87,2837.58
Luzhou Dist.,18,1,4415.72,Luzhou Dist.,1211.37,3204.35
BL11,16,1,4411.86,BL11,4139.94,271.92
Danshui Dist.,17,5,4411.46,Danshui Dist.,5127.47,-716.01
Xindian Dist.,22,3,4411.41,Xindian Dist.,1536.70,2874.71
Nangang Dist.,20,0,4408.50,Nangang Dist.,4163.86,244.64
G16,9,3,4407.76,G16,1277.94,3129.82
Beitou Dist.,13,3,4407.40,Beitou Dist.,5093.24,-685.84
BL18,15,6,4403.29,BL18,3968.47,434.82
G16,9,1,4402.82,G16,1257.36,3145.46
R03,9,4,4400.13,R03,676.51,3723.62
R05,8,2,4398.12,R05,1566.52,2831.60
Wenshan Dist.,22,4,4392.29,Wenshan Dist.,1660.07,2732.22
G16,9,4,4390.60,G16,1268.60,3122.00
Beitou Dist.,10,0,4386.44,Beitou Dist.,5153.89,-767.45
Beitou Dist.,13,0,4385.75,Beitou Dist.,5077.87,-692.12
Tucheng Dist.,22,5,4384.24,Tucheng Dist.,880.68,3503.56
Xindian Dist.,20,2,4381.75,Xindian Dist.,2365.39,2016.36
Luzhou Dist.,18,3,4378.07,Luzhou Dist.,1225.57,3152.50
O05,8,3,4369.37,O05,2920.66,1448.71
Beitou Dist.,15,1,4366.98,Beitou Dist.,4671.64,-304.66
BL15,15,5,4361.34,BL15,4073.57,287.77
Zhonghe Dist.,16,5,4353.54,Zhonghe Dist.,3692.86,660.68
Nangang Dist.,22,3,4349.93,Nangang Dist.,2394.78,1955.15
R05,8,0,4349.42,R05,1476.22,2873.20
Shilin Dist.,21,6,4349.31,Shilin Dist.,5632.15,-1282.84
Beitou Dist.,10,3,4347.90,Beitou Dist.,5174.76,-826.86
BL11,14,0,4344.78,BL11,3512.09,832.69
Danshui Dist.,15,5,4344.31,Danshui Dist.,3787.76,556.55
G16,18,4,4341.56,G16,7868.35,-3526.79
Beitou Dist.,15,2,4341.34,Beitou Dist.,4685.20,-343.86
Xindian Dist.,21,5,4340.00,Xindian Dist.,2224.57,2115.43
Xinzhuang Dist.,17,3,4339.06,Xinzhuang Dist.,3015.32,1323.74
Beitou Dist.,14,2,4337.62,Beitou Dist.,4651.89,-314.27
BL15,12,6,4333.15,BL15,1674.17,2658.98
Neihu Dist.,17,0,4330.51,Neihu Dist.,5047.95,-717.44
Xindian Dist.,20,1,4324.61,Xindian Dist.,2330.41,1994.20
